score system npt_6.0.gro  atoms 21087
train system npt_3.0.gro  R2 [0.757, 0.752, 0.755]
proposals per point 40  seed 21  kT 2.4943

radius 0.50  waters 19
    move    step    RMS nm     dU/kT     accept
  jiggle   2.000    0.0401   861.100  0.000e+00
  jiggle   2.000    0.0401   422.194 4.402e-184
  jiggle   2.000    0.0407   361.193 1.367e-157
  jiggle   3.000    0.0488  1013.006  0.000e+00
  jiggle   3.000    0.0501  1955.929  0.000e+00
  jiggle   3.000    0.0512  2762.719  0.000e+00
  jiggle   3.000    0.0516   852.518  0.000e+00
  jiggle   3.000    0.0517  1375.966  0.000e+00
  jiggle   3.000    0.0518 11367.041  0.000e+00
  jiggle   3.000    0.0519  1321.117  0.000e+00
  jiggle   3.000    0.0525  1911.529  0.000e+00
  jiggle   3.000    0.0525  2462.326  0.000e+00
  jiggle   3.000    0.0527  3753.099  0.000e+00
  jiggle   3.000    0.0528  1254.754  0.000e+00
  jiggle   3.000    0.0529  1111.216  0.000e+00
  jiggle   3.000    0.0531  1456.448  0.000e+00
  jiggle   3.000    0.0534 12394.642  0.000e+00
  jiggle   3.000    0.0534  2788.164  0.000e+00
  jiggle   3.000    0.0536  1256.157  0.000e+00
  jiggle   3.000    0.0536  1505.722  0.000e+00
  jiggle   3.000    0.0538   776.233  0.000e+00
  jiggle   3.000    0.0539  1379.774  0.000e+00
  jiggle   3.000    0.0540  6099.299  0.000e+00
  jiggle   3.000    0.0542 17613.611  0.000e+00
  jiggle   3.000    0.0544  3096.775  0.000e+00
  jiggle   3.000    0.0546  1012.656  0.000e+00
  jiggle   3.000    0.0548   700.449 6.295e-305
  jiggle   3.000    0.0551  2901.658  0.000e+00
  jiggle   3.000    0.0551  2462.789  0.000e+00
  jiggle   3.000    0.0555  1076.438  0.000e+00
  jiggle   3.000    0.0555  1101.144  0.000e+00
  jiggle   3.000    0.0555  2780.121  0.000e+00
  jiggle   3.000    0.0557  2522.888  0.000e+00
  jiggle   3.000    0.0558  1154.903  0.000e+00
  jiggle   3.000    0.0558  2749.376  0.000e+00
  jiggle   3.000    0.0559  2322.171  0.000e+00
  jiggle   3.000    0.0561  1768.091  0.000e+00
  jiggle   3.000    0.0563  1066.728  0.000e+00
  jiggle   3.000    0.0567  1144.329  0.000e+00
  jiggle   3.000    0.0571  2460.008  0.000e+00
  jiggle   3.000    0.0571  2176.742  0.000e+00
  jiggle   3.000    0.0571  3275.417  0.000e+00
  jiggle   3.000    0.0592  6724.496  0.000e+00

  rotate   0.005    0.0030     2.919  5.398e-02
  rotate   0.005    0.0031     0.927  3.957e-01
  rotate   0.005    0.0031     2.293  1.010e-01
  rotate   0.005    0.0031     0.777  4.599e-01
  rotate   0.005    0.0031     0.426  6.531e-01
  rotate   0.005    0.0031    -0.388  1.000e+00
  rotate   0.005    0.0031     0.451  6.370e-01
  rotate   0.005    0.0031     1.215  2.966e-01
  rotate   0.005    0.0031    -0.376  1.000e+00
  rotate   0.005    0.0031     1.691  1.843e-01
  rotate   0.005    0.0031    -1.077  1.000e+00
  rotate   0.005    0.0031     0.100  9.046e-01
  rotate   0.005    0.0031    -1.315  1.000e+00
  rotate   0.005    0.0031     3.333  3.570e-02
  rotate   0.005    0.0031     2.142  1.174e-01
  rotate   0.005    0.0031     0.188  8.287e-01
  rotate   0.005    0.0031     3.470  3.111e-02
  rotate   0.005    0.0031    -1.516  1.000e+00
  rotate   0.005    0.0031     3.646  2.610e-02
  rotate   0.005    0.0031     3.458  3.150e-02
  rotate   0.005    0.0031     1.478  2.280e-01
  rotate   0.005    0.0031     1.341  2.617e-01
  rotate   0.005    0.0031    -3.671  1.000e+00
  rotate   0.005    0.0031     0.401  6.697e-01
  rotate   0.005    0.0031     0.313  7.311e-01
  rotate   0.005    0.0031    -1.165  1.000e+00
  rotate   0.005    0.0031     0.626  5.345e-01
  rotate   0.005    0.0032     0.952  3.859e-01
  rotate   0.005    0.0032    -0.388  1.000e+00
  rotate   0.005    0.0032    -1.428  1.000e+00
  rotate   0.005    0.0032     2.192  1.116e-01
  rotate   0.005    0.0032     0.764  4.657e-01
  rotate   0.005    0.0032     1.478  2.280e-01
  rotate   0.005    0.0032    -1.315  1.000e+00
  rotate   0.005    0.0032    -3.520  1.000e+00
  rotate   0.005    0.0032    -1.102  1.000e+00
  rotate   0.005    0.0032     0.338  7.130e-01
  rotate   0.005    0.0032     1.741  1.753e-01
  rotate   0.005    0.0032    -1.929  1.000e+00
  rotate   0.005    0.0032     0.852  4.266e-01
  rotate   0.010    0.0061    -1.942  1.000e+00
  rotate   0.010    0.0061     2.067  1.265e-01
  rotate   0.010    0.0061     0.464  6.290e-01
  rotate   0.010    0.0061     4.335  1.310e-02
  rotate   0.010    0.0062     6.953  9.555e-04
  rotate   0.010    0.0062     7.066  8.536e-04
  rotate   0.010    0.0062     1.315  2.683e-01
  rotate   0.010    0.0062     4.297  1.361e-02
  rotate   0.010    0.0062    -4.410  1.000e+00
  rotate   0.010    0.0062     1.691  1.843e-01
  rotate   0.010    0.0062     7.730  4.394e-04
  rotate   0.010    0.0062     4.673  9.343e-03
  rotate   0.010    0.0062    -1.090  1.000e+00
  rotate   0.010    0.0062     5.575  3.791e-03
  rotate   0.010    0.0062     1.178  3.080e-01
  rotate   0.010    0.0062     1.253  2.857e-01
  rotate   0.010    0.0062     6.164  2.104e-03
  rotate   0.010    0.0063     3.120  4.418e-02
  rotate   0.010    0.0063     5.989  2.507e-03
  rotate   0.010    0.0063     1.215  2.966e-01
  rotate   0.010    0.0063     7.580  5.107e-04
  rotate   0.010    0.0063     5.237  5.317e-03
  rotate   0.010    0.0063     3.333  3.570e-02
  rotate   0.010    0.0063     2.631  7.201e-02
  rotate   0.010    0.0063    -1.754  1.000e+00
  rotate   0.010    0.0063     5.989  2.507e-03
  rotate   0.010    0.0063     2.243  1.062e-01
  rotate   0.010    0.0063     0.050  9.511e-01
  rotate   0.010    0.0063     0.000  1.000e+00
  rotate   0.010    0.0063     6.565  1.409e-03
  rotate   0.010    0.0063    -0.426  1.000e+00
  rotate   0.010    0.0063     5.024  6.579e-03
  rotate   0.010    0.0063     7.016  8.975e-04
  rotate   0.010    0.0064     9.196  1.015e-04
  rotate   0.010    0.0064     0.814  4.429e-01
  rotate   0.010    0.0064    -0.864  1.000e+00
  rotate   0.010    0.0064    -2.380  1.000e+00
  rotate   0.010    0.0064     4.410  1.216e-02
  rotate   0.010    0.0064    -2.268  1.000e+00
  rotate   0.010    0.0064     2.055  1.281e-01
  rotate   0.020    0.0121    15.009  3.032e-07
  rotate   0.020    0.0122    14.671  4.252e-07
  rotate   0.020    0.0122    18.316  1.110e-08
  rotate   0.020    0.0122     9.597  6.795e-05
  rotate   0.020    0.0122     9.835  5.356e-05
  rotate   0.020    0.0122    14.408  5.532e-07
  rotate   0.020    0.0123     7.755  4.286e-04
  rotate   0.020    0.0123    10.724  2.200e-05
  rotate   0.020    0.0123     9.183  1.027e-04
  rotate   0.020    0.0123    16.049  1.072e-07
  rotate   0.020    0.0123     9.772  5.702e-05
  rotate   0.020    0.0124    13.982  8.469e-07
  rotate   0.020    0.0124    10.925  1.801e-05
  rotate   0.020    0.0124     5.212  5.452e-03
  rotate   0.020    0.0124    15.109  2.743e-07
  rotate   0.020    0.0124    18.129  1.339e-08
  rotate   0.020    0.0125    16.487  6.913e-08
  rotate   0.020    0.0125     8.256  2.596e-04
  rotate   0.020    0.0125     0.864  4.213e-01
  rotate   0.020    0.0125    18.504  9.197e-09
  rotate   0.020    0.0125    14.094  7.566e-07
  rotate   0.020    0.0125     6.840  1.070e-03
  rotate   0.020    0.0126    12.416  4.055e-06
  rotate   0.020    0.0126    21.073  7.051e-10
  rotate   0.020    0.0126    16.387  7.641e-08
  rotate   0.020    0.0126     0.727  4.835e-01
  rotate   0.020    0.0126    17.477  2.569e-08
  rotate   0.020    0.0126     8.419  2.206e-04
  rotate   0.020    0.0126     4.448  1.171e-02
  rotate   0.020    0.0126     9.584  6.881e-05
  rotate   0.020    0.0127     7.154  7.820e-04
  rotate   0.020    0.0127    17.189  3.427e-08
  rotate   0.020    0.0127     9.822  5.423e-05
  rotate   0.020    0.0127    19.983  2.097e-09
  rotate   0.020    0.0127    15.949  1.185e-07
  rotate   0.020    0.0127    13.781  1.035e-06
  rotate   0.020    0.0128    13.506  1.363e-06
  rotate   0.020    0.0128    17.590  2.295e-08
  rotate   0.020    0.0128    16.588  6.253e-08
  rotate   0.020    0.0128    16.938  4.403e-08
  rotate   0.030    0.0182    20.885  8.508e-10
  rotate   0.030    0.0183    34.979  6.438e-16
  rotate   0.030    0.0184    24.192  3.115e-11
  rotate   0.030    0.0184    40.579  2.380e-18
  rotate   0.030    0.0184    30.494  5.710e-14
  rotate   0.030    0.0184    25.996  5.128e-12
  rotate   0.030    0.0184    26.811  2.271e-12
  rotate   0.030    0.0185    27.224  1.502e-12
  rotate   0.030    0.0185    24.806  1.686e-11
  rotate   0.030    0.0186    17.978  1.557e-08
  rotate   0.030    0.0186    27.562  1.071e-12
  rotate   0.030    0.0187    17.302  3.062e-08
  rotate   0.030    0.0187    20.196  1.695e-09
  rotate   0.030    0.0187    28.615  3.739e-13
  rotate   0.030    0.0187    19.707  2.763e-09
  rotate   0.030    0.0187    36.708  1.143e-16
  rotate   0.030    0.0188    20.835  8.946e-10
  rotate   0.030    0.0188    12.679  3.117e-06
  rotate   0.030    0.0188    43.348  1.493e-19
  rotate   0.030    0.0189    45.052  2.717e-20
  rotate   0.030    0.0189    32.073  1.178e-14
  rotate   0.030    0.0189    39.314  8.436e-18
  rotate   0.030    0.0189    40.291  3.175e-18
  rotate   0.030    0.0189    15.322  2.216e-07
  rotate   0.030    0.0189    38.274  2.386e-17
  rotate   0.030    0.0190    12.466  3.857e-06
  rotate   0.030    0.0190    31.058  3.249e-14
  rotate   0.030    0.0190    33.939  1.821e-15
  rotate   0.030    0.0190    21.060  7.140e-10
  rotate   0.030    0.0191    15.272  2.330e-07
  rotate   0.030    0.0191    12.766  2.855e-06
  rotate   0.030    0.0191    28.151  5.944e-13
  rotate   0.030    0.0191    14.984  3.109e-07
  rotate   0.030    0.0191    12.190  5.080e-06
  rotate   0.030    0.0191    10.524  2.689e-05
  rotate   0.030    0.0192    18.918  6.083e-09
  rotate   0.030    0.0192    30.519  5.568e-14
  rotate   0.030    0.0192    18.379  1.042e-08
  rotate   0.030    0.0192    12.516  3.668e-06
  rotate   0.030    0.0193    14.445  5.328e-07
  rotate   0.050    0.0303    90.718  3.997e-40
  rotate   0.050    0.0304   121.087  2.587e-53
  rotate   0.050    0.0305    90.718  3.997e-40
  rotate   0.050    0.0306   101.016  1.346e-44
  rotate   0.050    0.0306    96.606  1.108e-42
  rotate   0.050    0.0307    75.947  1.039e-33
  rotate   0.050    0.0308    83.527  5.307e-37
  rotate   0.050    0.0309    97.546  4.329e-43
  rotate   0.050    0.0311    65.899  2.401e-29
  rotate   0.050    0.0312    81.021  6.502e-36
  rotate   0.050    0.0312    75.483  1.652e-33
  rotate   0.050    0.0312    95.266  4.233e-42
  rotate   0.050    0.0312    51.028  6.899e-23
  rotate   0.050    0.0312   146.457  2.481e-64
  rotate   0.050    0.0312    80.244  1.414e-35
  rotate   0.050    0.0313    58.858  2.743e-26
  rotate   0.050    0.0313   100.127  3.277e-44
  rotate   0.050    0.0313   111.565  3.531e-49
  rotate   0.050    0.0313    61.276  2.444e-27
  rotate   0.050    0.0313    88.500  3.671e-39
  rotate   0.050    0.0313   101.843  5.890e-45
  rotate   0.050    0.0314    93.625  2.185e-41
  rotate   0.050    0.0314   128.015  2.534e-56
  rotate   0.050    0.0314    75.847  1.149e-33
  rotate   0.050    0.0314   111.715  3.038e-49
  rotate   0.050    0.0315    87.035  1.590e-38
  rotate   0.050    0.0315    59.359  1.662e-26
  rotate   0.050    0.0315    68.756  1.380e-30
  rotate   0.050    0.0316   107.894  1.387e-47
  rotate   0.050    0.0316   134.379  4.363e-59
  rotate   0.050    0.0316    88.889  2.489e-39
  rotate   0.050    0.0317    48.998  5.251e-22
  rotate   0.050    0.0318    52.982  9.772e-24
  rotate   0.050    0.0319    49.374  3.606e-22
  rotate   0.050    0.0319    51.993  2.629e-23
  rotate   0.050    0.0319    66.989  8.072e-30
  rotate   0.050    0.0319    96.093  1.851e-42
  rotate   0.050    0.0320    88.338  4.320e-39
  rotate   0.050    0.0320    73.153  1.698e-32
  rotate   0.050    0.0321    78.365  9.258e-35
  rotate   0.080    0.0485   365.791 1.377e-159
  rotate   0.080    0.0485   477.531 4.081e-208
  rotate   0.080    0.0488   328.995 1.316e-143
  rotate   0.080    0.0490   375.087 1.264e-163
  rotate   0.080    0.0491   206.367  2.376e-90
  rotate   0.080    0.0492   644.848 8.834e-281
  rotate   0.080    0.0493   148.198  4.349e-65
  rotate   0.080    0.0493   224.571  2.951e-98
  rotate   0.080    0.0494   281.174 7.720e-123
  rotate   0.080    0.0495   183.177  2.800e-80
  rotate   0.080    0.0495   260.101 1.095e-113
  rotate   0.080    0.0496   303.462 1.615e-132
  rotate   0.080    0.0497   155.302  3.576e-68
  rotate   0.080    0.0497   377.580 1.045e-164
  rotate   0.080    0.0497   319.098 2.616e-139
  rotate   0.080    0.0498   207.219  1.014e-90
  rotate   0.080    0.0499   231.850 2.036e-101
  rotate   0.080    0.0501   248.400 1.322e-108
  rotate   0.080    0.0503   294.968 7.889e-129
  rotate   0.080    0.0504   125.271  3.939e-55
  rotate   0.080    0.0504   161.240  9.425e-71
  rotate   0.080    0.0504   245.067 3.703e-107
  rotate   0.080    0.0505   371.754 3.541e-162
  rotate   0.080    0.0505   300.769 2.387e-131
  rotate   0.080    0.0506   307.308 3.449e-134
  rotate   0.080    0.0506   131.661  6.615e-58
  rotate   0.080    0.0507   281.863 3.876e-123
  rotate   0.080    0.0507   366.292 8.345e-160
  rotate   0.080    0.0508   203.323  4.989e-89
  rotate   0.080    0.0508   151.694  1.319e-66
  rotate   0.080    0.0509   211.479  1.432e-92
  rotate   0.080    0.0509   146.306  2.884e-64
  rotate   0.080    0.0510   208.986  1.732e-91
  rotate   0.080    0.0510   240.908 2.371e-105
  rotate   0.080    0.0511   218.795  9.513e-96
  rotate   0.080    0.0511   218.520  1.253e-95
  rotate   0.080    0.0512   185.520  2.689e-81
  rotate   0.080    0.0512   208.723  2.254e-91
  rotate   0.080    0.0512   231.612 2.583e-101
  rotate   0.080    0.0513   223.844  6.104e-98
  rotate   0.120    0.0729  1754.924  0.000e+00
  rotate   0.120    0.0731  1561.774  0.000e+00
  rotate   0.120    0.0733   591.965 8.178e-258
  rotate   0.120    0.0733  1920.875  0.000e+00
  rotate   0.120    0.0737   628.523 1.086e-273
  rotate   0.120    0.0737  1848.974  0.000e+00
  rotate   0.120    0.0741  4720.377  0.000e+00
  rotate   0.120    0.0743  1328.007  0.000e+00
  rotate   0.120    0.0744  1058.309  0.000e+00
  rotate   0.120    0.0744   700.298 7.317e-305
  rotate   0.120    0.0745  2663.406  0.000e+00
  rotate   0.120    0.0748   804.697  0.000e+00
  rotate   0.120    0.0749  4614.286  0.000e+00
  rotate   0.120    0.0751   895.603  0.000e+00
  rotate   0.120    0.0752  3837.264  0.000e+00
  rotate   0.120    0.0752  1871.187  0.000e+00
  rotate   0.120    0.0752  1194.029  0.000e+00
  rotate   0.120    0.0753  1176.389  0.000e+00
  rotate   0.120    0.0753  3646.746  0.000e+00
  rotate   0.120    0.0754  1069.785  0.000e+00
  rotate   0.120    0.0754   738.735 1.482e-321
  rotate   0.120    0.0754   414.890 6.543e-181
  rotate   0.120    0.0754   699.647 1.404e-304
  rotate   0.120    0.0755  1237.189  0.000e+00
  rotate   0.120    0.0755   958.846  0.000e+00
  rotate   0.120    0.0756   621.432 1.304e-270
  rotate   0.120    0.0758   525.553 5.694e-229
  rotate   0.120    0.0758   866.650  0.000e+00
  rotate   0.120    0.0759   956.629  0.000e+00
  rotate   0.120    0.0759  1371.556  0.000e+00
  rotate   0.120    0.0759  1425.177  0.000e+00
  rotate   0.120    0.0761   729.339 1.787e-317
  rotate   0.120    0.0761  2248.316  0.000e+00
  rotate   0.120    0.0763   483.457 1.089e-210
  rotate   0.120    0.0766  1134.669  0.000e+00
  rotate   0.120    0.0766  1313.712  0.000e+00
  rotate   0.120    0.0768   523.348 5.164e-228
  rotate   0.120    0.0768   515.655 1.132e-224
  rotate   0.120    0.0768   679.902 5.275e-296
  rotate   0.120    0.0770   473.861 1.603e-206

 learned   0.050    0.0016     3.834  2.163e-02
 learned   0.050    0.0016     3.846  2.136e-02
 learned   0.050    0.0016     4.047  1.748e-02
 learned   0.050    0.0016     3.834  2.163e-02
 learned   0.050    0.0016     3.834  2.163e-02
 learned   0.050    0.0016     3.759  2.332e-02
 learned   0.050    0.0016     4.122  1.621e-02
 learned   0.050    0.0016     4.122  1.621e-02
 learned   0.050    0.0016     3.997  1.838e-02
 learned   0.050    0.0016     3.971  1.885e-02
 learned   0.050    0.0016     3.871  2.083e-02
 learned   0.050    0.0016     3.934  1.957e-02
 learned   0.050    0.0016     3.834  2.163e-02
 learned   0.050    0.0016     3.759  2.332e-02
 learned   0.050    0.0016     3.934  1.957e-02
 learned   0.050    0.0016     3.909  2.006e-02
 learned   0.050    0.0016     4.047  1.748e-02
 learned   0.050    0.0016     3.896  2.032e-02
 learned   0.050    0.0016     3.971  1.885e-02
 learned   0.050    0.0016     4.034  1.770e-02
 learned   0.050    0.0016     4.184  1.523e-02
 learned   0.050    0.0016     3.971  1.885e-02
 learned   0.050    0.0016     4.109  1.642e-02
 learned   0.050    0.0016     3.896  2.032e-02
 learned   0.050    0.0016     3.909  2.006e-02
 learned   0.050    0.0016     4.322  1.327e-02
 learned   0.050    0.0016     4.072  1.705e-02
 learned   0.050    0.0016     4.122  1.621e-02
 learned   0.050    0.0016     3.971  1.885e-02
 learned   0.050    0.0016     3.997  1.838e-02
 learned   0.050    0.0016     4.047  1.748e-02
 learned   0.050    0.0016     3.859  2.109e-02
 learned   0.050    0.0016     3.859  2.109e-02
 learned   0.050    0.0016     4.122  1.621e-02
 learned   0.050    0.0016     4.072  1.705e-02
 learned   0.050    0.0016     3.946  1.932e-02
 learned   0.050    0.0016     4.072  1.705e-02
 learned   0.050    0.0016     4.122  1.621e-02
 learned   0.050    0.0016     3.834  2.163e-02
 learned   0.050    0.0016     4.109  1.642e-02
 learned   0.100    0.0031    -0.175  1.000e+00
 learned   0.100    0.0031    -0.125  1.000e+00
 learned   0.100    0.0031     0.200  8.184e-01
 learned   0.100    0.0031     0.188  8.287e-01
 learned   0.100    0.0031    -0.388  1.000e+00
 learned   0.100    0.0031    -0.438  1.000e+00
 learned   0.100    0.0031     0.263  7.687e-01
 learned   0.100    0.0032     0.413  6.614e-01
 learned   0.100    0.0032    -0.150  1.000e+00
 learned   0.100    0.0032    -0.038  1.000e+00
 learned   0.100    0.0032    -0.038  1.000e+00
 learned   0.100    0.0032     0.276  7.591e-01
 learned   0.100    0.0032     0.125  8.822e-01
 learned   0.100    0.0032    -0.338  1.000e+00
 learned   0.100    0.0032     0.113  8.934e-01
 learned   0.100    0.0032    -0.451  1.000e+00
 learned   0.100    0.0032    -0.163  1.000e+00
 learned   0.100    0.0032     0.276  7.591e-01
 learned   0.100    0.0032     0.639  5.278e-01
 learned   0.100    0.0032    -0.338  1.000e+00
 learned   0.100    0.0032     0.489  6.135e-01
 learned   0.100    0.0032    -0.175  1.000e+00
 learned   0.100    0.0032     0.088  9.160e-01
 learned   0.100    0.0032     0.188  8.287e-01
 learned   0.100    0.0032     0.125  8.822e-01
 learned   0.100    0.0032     0.088  9.160e-01
 learned   0.100    0.0032     0.263  7.687e-01
 learned   0.100    0.0032     0.013  9.875e-01
 learned   0.100    0.0032     0.200  8.184e-01
 learned   0.100    0.0032    -0.163  1.000e+00
 learned   0.100    0.0032     0.188  8.287e-01
 learned   0.100    0.0032     0.251  7.784e-01
 learned   0.100    0.0032     0.438  6.450e-01
 learned   0.100    0.0032     0.188  8.287e-01
 learned   0.100    0.0032     0.326  7.220e-01
 learned   0.100    0.0032     0.388  6.782e-01
 learned   0.100    0.0032    -0.113  1.000e+00
 learned   0.100    0.0032     0.727  4.835e-01
 learned   0.100    0.0032     0.338  7.130e-01
 learned   0.100    0.0032     0.539  5.835e-01
 learned   0.200    0.0064    -1.528  1.000e+00
 learned   0.200    0.0064    -2.105  1.000e+00
 learned   0.200    0.0064    -1.779  1.000e+00
 learned   0.200    0.0064    -2.706  1.000e+00
 learned   0.200    0.0064    -1.641  1.000e+00
 learned   0.200    0.0064    -2.330  1.000e+00
 learned   0.200    0.0064    -2.518  1.000e+00
 learned   0.200    0.0064    -3.157  1.000e+00
 learned   0.200    0.0064    -1.366  1.000e+00
 learned   0.200    0.0064    -2.506  1.000e+00
 learned   0.200    0.0064    -2.255  1.000e+00
 learned   0.200    0.0064    -1.554  1.000e+00
 learned   0.200    0.0064    -2.330  1.000e+00
 learned   0.200    0.0064    -2.894  1.000e+00
 learned   0.200    0.0064    -2.005  1.000e+00
 learned   0.200    0.0064    -1.541  1.000e+00
 learned   0.200    0.0064    -2.005  1.000e+00
 learned   0.200    0.0064    -2.982  1.000e+00
 learned   0.200    0.0064    -2.293  1.000e+00
 learned   0.200    0.0064    -1.516  1.000e+00
 learned   0.200    0.0064    -1.453  1.000e+00
 learned   0.200    0.0064    -2.393  1.000e+00
 learned   0.200    0.0064    -1.140  1.000e+00
 learned   0.200    0.0064    -3.032  1.000e+00
 learned   0.200    0.0064    -2.192  1.000e+00
 learned   0.200    0.0064    -1.954  1.000e+00
 learned   0.200    0.0064    -1.929  1.000e+00
 learned   0.200    0.0065    -2.431  1.000e+00
 learned   0.200    0.0065    -2.556  1.000e+00
 learned   0.200    0.0065    -2.280  1.000e+00
 learned   0.200    0.0065    -2.218  1.000e+00
 learned   0.200    0.0065    -2.142  1.000e+00
 learned   0.200    0.0065    -1.842  1.000e+00
 learned   0.200    0.0065    -2.368  1.000e+00
 learned   0.200    0.0065    -2.719  1.000e+00
 learned   0.200    0.0065    -2.343  1.000e+00
 learned   0.200    0.0065    -2.631  1.000e+00
 learned   0.200    0.0065    -1.491  1.000e+00
 learned   0.200    0.0065    -2.581  1.000e+00
 learned   0.200    0.0065    -1.654  1.000e+00
 learned   0.350    0.0113     2.581  7.571e-02
 learned   0.350    0.0114     1.629  1.962e-01
 learned   0.350    0.0114     1.666  1.889e-01
 learned   0.350    0.0114     2.130  1.189e-01
 learned   0.350    0.0115     3.057  4.703e-02
 learned   0.350    0.0115     3.646  2.610e-02
 learned   0.350    0.0115    -0.088  1.000e+00
 learned   0.350    0.0115     0.589  5.550e-01
 learned   0.350    0.0115     0.313  7.311e-01
 learned   0.350    0.0115     2.456  8.582e-02
 learned   0.350    0.0115     3.307  3.661e-02
 learned   0.350    0.0115     1.503  2.224e-01
 learned   0.350    0.0115     3.896  2.032e-02
 learned   0.350    0.0115     1.566  2.089e-01
 learned   0.350    0.0116     2.218  1.089e-01
 learned   0.350    0.0116     3.157  4.255e-02
 learned   0.350    0.0116     2.142  1.174e-01
 learned   0.350    0.0116     2.431  8.799e-02
 learned   0.350    0.0116     0.038  9.631e-01
 learned   0.350    0.0116     1.466  2.309e-01
 learned   0.350    0.0116     3.107  4.473e-02
 learned   0.350    0.0116     0.677  5.084e-01
 learned   0.350    0.0116     1.867  1.546e-01
 learned   0.350    0.0116     3.107  4.473e-02
 learned   0.350    0.0116     1.679  1.866e-01
 learned   0.350    0.0116     1.416  2.428e-01
 learned   0.350    0.0116     2.618  7.292e-02
 learned   0.350    0.0116     2.180  1.130e-01
 learned   0.350    0.0116     1.265  2.821e-01
 learned   0.350    0.0117     1.904  1.489e-01
 learned   0.350    0.0117     1.792  1.667e-01
 learned   0.350    0.0117     2.506  8.162e-02
 learned   0.350    0.0117     2.418  8.910e-02
 learned   0.350    0.0117     1.528  2.169e-01
 learned   0.350    0.0117     1.503  2.224e-01
 learned   0.350    0.0117     1.115  3.279e-01
 learned   0.350    0.0117     0.764  4.657e-01
 learned   0.350    0.0118     3.057  4.703e-02
 learned   0.350    0.0119     3.082  4.587e-02
 learned   0.350    0.0119     2.092  1.234e-01
 learned   0.500    0.0164    17.289  3.100e-08
 learned   0.500    0.0165    18.028  1.480e-08
 learned   0.500    0.0165    15.936  1.200e-07
 learned   0.500    0.0166    16.901  4.572e-08
 learned   0.500    0.0166    16.162  9.574e-08
 learned   0.500    0.0166    17.414  2.735e-08
 learned   0.500    0.0166    16.951  4.348e-08
 learned   0.500    0.0166    17.176  3.470e-08
 learned   0.500    0.0166    18.191  1.258e-08
 learned   0.500    0.0167    18.592  8.425e-09
 learned   0.500    0.0167    18.893  6.237e-09
 learned   0.500    0.0167    19.995  2.071e-09
 learned   0.500    0.0168    17.389  2.805e-08
 learned   0.500    0.0168    18.091  1.391e-08
 learned   0.500    0.0168    16.525  6.658e-08
 learned   0.500    0.0168    18.091  1.391e-08
 learned   0.500    0.0168    19.482  3.461e-09
 learned   0.500    0.0169    19.394  3.779e-09
 learned   0.500    0.0169    17.101  3.741e-08
 learned   0.500    0.0169    16.738  5.380e-08
 learned   0.500    0.0169    19.043  5.366e-09
 learned   0.500    0.0170    18.517  9.082e-09
 learned   0.500    0.0170    18.968  5.785e-09
 learned   0.500    0.0170    17.001  4.136e-08
 learned   0.500    0.0170    17.352  2.912e-08
 learned   0.500    0.0170    20.058  1.945e-09
 learned   0.500    0.0170    16.663  5.801e-08
 learned   0.500    0.0170    15.535  1.791e-07
 learned   0.500    0.0171    21.298  5.627e-10
 learned   0.500    0.0171    18.191  1.258e-08
 learned   0.500    0.0172    17.264  3.179e-08
 learned   0.500    0.0172    18.154  1.306e-08
 learned   0.500    0.0172    18.078  1.408e-08
 learned   0.500    0.0172    18.179  1.274e-08
 learned   0.500    0.0173    18.354  1.069e-08
 learned   0.500    0.0174    18.166  1.290e-08
 learned   0.500    0.0174    19.594  3.092e-09
 learned   0.500    0.0174    17.652  2.156e-08
 learned   0.500    0.0174    20.647  1.080e-09
 learned   0.500    0.0176    18.843  6.557e-09
 learned   0.750    0.0246    63.594  2.407e-28
 learned   0.750    0.0247    61.978  1.212e-27
 learned   0.750    0.0247    64.133  1.404e-28
 learned   0.750    0.0251    64.596  8.835e-29
 learned   0.750    0.0251    65.912  2.371e-29
 learned   0.750    0.0252    67.766  3.712e-30
 learned   0.750    0.0252    65.849  2.524e-29
 learned   0.750    0.0252    67.315  5.828e-30
 learned   0.750    0.0253    67.578  4.480e-30
 learned   0.750    0.0253    67.566  4.536e-30
 learned   0.750    0.0253    70.998  1.465e-31
 learned   0.750    0.0253    67.102  7.211e-30
 learned   0.750    0.0254    65.548  3.409e-29
 learned   0.750    0.0254    71.975  5.514e-32
 learned   0.750    0.0254    71.499  8.876e-32
 learned   0.750    0.0255    66.776  9.988e-30
 learned   0.750    0.0257    72.527  3.177e-32
 learned   0.750    0.0258    69.520  6.425e-31
 learned   0.750    0.0258    72.727  2.600e-32
 learned   0.750    0.0258    66.250  1.690e-29
 learned   0.750    0.0259    69.232  8.571e-31
 learned   0.750    0.0259    71.950  5.654e-32
 learned   0.750    0.0261    72.827  2.352e-32
 learned   0.750    0.0262    71.524  8.656e-32
 learned   0.750    0.0262    67.566  4.536e-30
 learned   0.750    0.0264    72.376  3.693e-32
 learned   0.750    0.0265    76.498  5.987e-34
 learned   0.750    0.0266    67.603  4.369e-30
 learned   0.750    0.0268    74.544  4.227e-33
 learned   0.750    0.0268    69.683  5.459e-31
 learned   0.750    0.0268    67.515  4.769e-30
 learned   0.750    0.0269    73.942  7.713e-33
 learned   0.750    0.0270    69.871  4.524e-31
 learned   0.750    0.0270    75.283  2.018e-33
 learned   0.750    0.0271    72.339  3.834e-32
