score system npt_6.0.gro  atoms 21087
train system npt_3.0.gro  R2 [0.757, 0.752, 0.755]
proposals per point 40  seed 21  kT 2.4943

radius 0.50  waters 19
    move    step    RMS nm     dU/kT     accept
  rotate   0.080    0.0507   462.961 8.683e-202
  rotate   0.080    0.0508   816.136  0.000e+00
  rotate   0.080    0.0509   858.106  0.000e+00
  rotate   0.080    0.0509   802.618  0.000e+00
  rotate   0.080    0.0509   487.867 1.324e-212
  rotate   0.080    0.0509   986.108  0.000e+00
  rotate   0.080    0.0510   633.334 8.840e-276
  rotate   0.080    0.0510   596.263 1.113e-259
  rotate   0.080    0.0511   620.818 2.410e-270
  rotate   0.080    0.0512   689.762 2.755e-300
  rotate   0.080    0.0513   511.132 1.042e-222
  rotate   0.080    0.0513   534.109 1.094e-232
  rotate   0.080    0.0514   533.884 1.371e-232
  rotate   0.080    0.0515   579.224 2.794e-252
  rotate   0.080    0.0515   511.671 6.082e-223
  rotate   0.080    0.0516   529.098 1.643e-230
  rotate   0.080    0.0517   836.995  0.000e+00
  rotate   0.080    0.0517   738.522 1.838e-321
  rotate   0.080    0.0518   869.369  0.000e+00
  rotate   0.080    0.0518   925.045  0.000e+00
  rotate   0.080    0.0519   970.911  0.000e+00
  rotate   0.080    0.0519   754.396  0.000e+00
  rotate   0.080    0.0520   552.940 7.267e-241
  rotate   0.080    0.0521  1113.334  0.000e+00
  rotate   0.120    0.0752  3665.162  0.000e+00
  rotate   0.120    0.0752  4841.727  0.000e+00
  rotate   0.120    0.0752  2976.991  0.000e+00
  rotate   0.120    0.0754  4669.775  0.000e+00
  rotate   0.120    0.0754  5572.582  0.000e+00
  rotate   0.120    0.0754  2563.856  0.000e+00
  rotate   0.120    0.0754  3359.445  0.000e+00
  rotate   0.120    0.0754  4137.118  0.000e+00
  rotate   0.120    0.0754  5873.137  0.000e+00
  rotate   0.120    0.0755  4806.985  0.000e+00
  rotate   0.120    0.0756  3933.620  0.000e+00
  rotate   0.120    0.0756  5685.111  0.000e+00
  rotate   0.120    0.0758  2304.857  0.000e+00
  rotate   0.120    0.0759  2193.141  0.000e+00
  rotate   0.120    0.0759  1940.031  0.000e+00
  rotate   0.120    0.0759  1845.705  0.000e+00
  rotate   0.120    0.0760  1614.393  0.000e+00
  rotate   0.120    0.0760  1496.263  0.000e+00
  rotate   0.120    0.0760  3741.748  0.000e+00
  rotate   0.120    0.0761  2337.406  0.000e+00
  rotate   0.120    0.0761  7079.049  0.000e+00
  rotate   0.120    0.0765  2757.081  0.000e+00
  rotate   0.120    0.0765  2059.526  0.000e+00
  rotate   0.120    0.0766  2547.995  0.000e+00
  rotate   0.120    0.0766  2710.012  0.000e+00
  rotate   0.120    0.0767  1537.720  0.000e+00
  rotate   0.120    0.0768  2142.790  0.000e+00
  rotate   0.120    0.0768  2130.788  0.000e+00
  rotate   0.120    0.0768  5848.018  0.000e+00
  rotate   0.120    0.0769  2253.453  0.000e+00
  rotate   0.120    0.0769  8475.468  0.000e+00
  rotate   0.120    0.0769  5313.495  0.000e+00
  rotate   0.120    0.0771  3699.390  0.000e+00
  rotate   0.120    0.0771  6805.210  0.000e+00
  rotate   0.120    0.0774  1895.004  0.000e+00
  rotate   0.120    0.0775  1842.147  0.000e+00
  rotate   0.120    0.0776  1914.009  0.000e+00
  rotate   0.120    0.0778  2140.034  0.000e+00
  rotate   0.120    0.0778  4750.119  0.000e+00
  rotate   0.120    0.0780  6386.875  0.000e+00

 learned   0.050    0.0015    -7.254  1.000e+00
 learned   0.050    0.0015    -6.565  1.000e+00
 learned   0.050    0.0015    -5.450  1.000e+00
 learned   0.050    0.0015    -5.312  1.000e+00
 learned   0.050    0.0015    -5.262  1.000e+00
 learned   0.050    0.0015    -5.826  1.000e+00
 learned   0.050    0.0015    -6.214  1.000e+00
 learned   0.050    0.0015    -6.302  1.000e+00
 learned   0.050    0.0015    -5.700  1.000e+00
 learned   0.050    0.0015    -6.490  1.000e+00
 learned   0.050    0.0015    -6.139  1.000e+00
 learned   0.050    0.0015    -5.625  1.000e+00
 learned   0.050    0.0015    -6.101  1.000e+00
 learned   0.050    0.0015    -6.327  1.000e+00
 learned   0.050    0.0015    -5.538  1.000e+00
 learned   0.050    0.0015    -6.364  1.000e+00
 learned   0.050    0.0015    -6.314  1.000e+00
 learned   0.050    0.0015    -6.778  1.000e+00
 learned   0.050    0.0015    -6.176  1.000e+00
 learned   0.050    0.0015    -5.700  1.000e+00
 learned   0.050    0.0015    -6.076  1.000e+00
 learned   0.050    0.0015    -7.091  1.000e+00
 learned   0.050    0.0015    -6.465  1.000e+00
 learned   0.050    0.0015    -5.926  1.000e+00
 learned   0.050    0.0015    -6.778  1.000e+00
 learned   0.050    0.0015    -5.851  1.000e+00
 learned   0.050    0.0015    -6.415  1.000e+00
 learned   0.050    0.0015    -6.415  1.000e+00
 learned   0.050    0.0015    -5.487  1.000e+00
 learned   0.050    0.0015    -6.866  1.000e+00
 learned   0.050    0.0015    -6.239  1.000e+00
 learned   0.050    0.0015    -5.400  1.000e+00
 learned   0.050    0.0015    -6.678  1.000e+00
 learned   0.050    0.0015    -6.465  1.000e+00
 learned   0.050    0.0015    -6.465  1.000e+00
 learned   0.050    0.0015    -6.427  1.000e+00
 learned   0.050    0.0015    -6.590  1.000e+00
 learned   0.050    0.0015    -6.502  1.000e+00
 learned   0.050    0.0015    -5.375  1.000e+00
 learned   0.050    0.0015    -5.462  1.000e+00
 learned   0.100    0.0030   -15.974  1.000e+00
 learned   0.100    0.0030   -16.450  1.000e+00
 learned   0.100    0.0030   -17.815  1.000e+00
 learned   0.100    0.0030   -16.713  1.000e+00
 learned   0.100    0.0030   -15.610  1.000e+00
 learned   0.100    0.0030   -16.162  1.000e+00
 learned   0.100    0.0030   -17.765  1.000e+00
 learned   0.100    0.0030   -17.126  1.000e+00
 learned   0.100    0.0030   -16.888  1.000e+00
 learned   0.100    0.0030   -17.778  1.000e+00
 learned   0.100    0.0030   -16.888  1.000e+00
 learned   0.100    0.0030   -17.865  1.000e+00
 learned   0.100    0.0030   -17.014  1.000e+00
 learned   0.100    0.0030   -16.700  1.000e+00
 learned   0.100    0.0030   -16.187  1.000e+00
 learned   0.100    0.0030   -16.086  1.000e+00
 learned   0.100    0.0030   -15.936  1.000e+00
 learned   0.100    0.0030   -17.252  1.000e+00
 learned   0.100    0.0030   -19.056  1.000e+00
 learned   0.100    0.0030   -15.247  1.000e+00
 learned   0.100    0.0030   -17.064  1.000e+00
 learned   0.100    0.0030   -18.467  1.000e+00
 learned   0.100    0.0030   -16.011  1.000e+00
 learned   0.100    0.0030   -18.091  1.000e+00
 learned   0.100    0.0030   -17.765  1.000e+00
 learned   0.100    0.0030   -17.114  1.000e+00
 learned   0.100    0.0030   -14.320  1.000e+00
 learned   0.100    0.0030   -16.738  1.000e+00
 learned   0.100    0.0030   -15.686  1.000e+00
 learned   0.100    0.0030   -16.324  1.000e+00
 learned   0.100    0.0030   -16.011  1.000e+00
 learned   0.100    0.0030   -17.991  1.000e+00
 learned   0.100    0.0030   -16.412  1.000e+00
 learned   0.100    0.0030   -16.788  1.000e+00
 learned   0.100    0.0030   -15.786  1.000e+00
 learned   0.100    0.0030   -16.788  1.000e+00
 learned   0.100    0.0030   -17.652  1.000e+00
 learned   0.100    0.0030   -16.713  1.000e+00
 learned   0.100    0.0030   -16.976  1.000e+00
 learned   0.100    0.0030   -16.462  1.000e+00
 learned   0.200    0.0062   -21.900  1.000e+00
 learned   0.200    0.0062   -24.117  1.000e+00
 learned   0.200    0.0062   -24.205  1.000e+00
 learned   0.200    0.0062   -22.438  1.000e+00
 learned   0.200    0.0062   -23.679  1.000e+00
 learned   0.200    0.0062   -26.222  1.000e+00
 learned   0.200    0.0062   -23.478  1.000e+00
 learned   0.200    0.0062   -23.829  1.000e+00
 learned   0.200    0.0062   -24.656  1.000e+00
 learned   0.200    0.0062   -21.611  1.000e+00
 learned   0.200    0.0062   -23.278  1.000e+00
 learned   0.200    0.0062   -23.679  1.000e+00
 learned   0.200    0.0062   -24.794  1.000e+00
 learned   0.200    0.0062   -23.253  1.000e+00
 learned   0.200    0.0062   -21.900  1.000e+00
 learned   0.200    0.0062   -24.693  1.000e+00
 learned   0.200    0.0062   -22.814  1.000e+00
 learned   0.200    0.0062   -24.455  1.000e+00
 learned   0.200    0.0062   -22.701  1.000e+00
 learned   0.200    0.0062   -22.288  1.000e+00
 learned   0.200    0.0062   -22.313  1.000e+00
 learned   0.200    0.0062   -20.296  1.000e+00
 learned   0.200    0.0062   -24.117  1.000e+00
 learned   0.200    0.0062   -23.691  1.000e+00
 learned   0.200    0.0062   -23.704  1.000e+00
 learned   0.200    0.0062   -25.646  1.000e+00
 learned   0.200    0.0062   -23.967  1.000e+00
 learned   0.200    0.0062   -22.037  1.000e+00
 learned   0.200    0.0062   -23.416  1.000e+00
 learned   0.200    0.0062   -24.004  1.000e+00
 learned   0.200    0.0062   -23.416  1.000e+00
 learned   0.200    0.0062   -23.629  1.000e+00
 learned   0.200    0.0062   -23.152  1.000e+00
 learned   0.200    0.0062   -23.190  1.000e+00
 learned   0.200    0.0062   -22.138  1.000e+00
 learned   0.200    0.0062   -22.238  1.000e+00
 learned   0.200    0.0062   -21.662  1.000e+00
 learned   0.200    0.0062   -26.986  1.000e+00
 learned   0.200    0.0062   -23.704  1.000e+00
 learned   0.200    0.0062   -23.152  1.000e+00
 learned   0.350    0.0110     6.014  2.445e-03
 learned   0.350    0.0111    10.098  4.117e-05
 learned   0.350    0.0111     8.269  2.564e-04
 learned   0.350    0.0111     8.444  2.152e-04
 learned   0.350    0.0111     9.872  5.158e-05
 learned   0.350    0.0111     7.943  3.551e-04
 learned   0.350    0.0111     9.559  7.055e-05
 learned   0.350    0.0111     9.722  5.995e-05
 learned   0.350    0.0111     6.928  9.798e-04
 learned   0.350    0.0111     7.617  4.919e-04
 learned   0.350    0.0111     9.885  5.094e-05
 learned   0.350    0.0111    10.449  2.899e-05
 learned   0.350    0.0111     8.594  1.851e-04
 learned   0.350    0.0111    12.077  5.687e-06
 learned   0.350    0.0111    10.524  2.689e-05
 learned   0.350    0.0111     6.590  1.374e-03
 learned   0.350    0.0111     7.717  4.450e-04
 learned   0.350    0.0111    10.486  2.792e-05
 learned   0.350    0.0112     7.768  4.232e-04
 learned   0.350    0.0112     9.659  6.382e-05
 learned   0.350    0.0112     7.517  5.437e-04
 learned   0.350    0.0112    11.376  1.147e-05
 learned   0.350    0.0112     5.525  3.986e-03
 learned   0.350    0.0112     8.682  1.696e-04
 learned   0.350    0.0112     7.066  8.536e-04
 learned   0.350    0.0112     9.872  5.158e-05
 learned   0.350    0.0112     5.650  3.516e-03
 learned   0.350    0.0112     8.620  1.805e-04
 learned   0.350    0.0112    11.138  1.455e-05
 learned   0.350    0.0112    12.153  5.275e-06
 learned   0.350    0.0112     9.158  1.053e-04
 learned   0.350    0.0112     9.384  8.408e-05
 learned   0.350    0.0112    12.817  2.716e-06
 learned   0.350    0.0112     8.958  1.287e-04
 learned   0.350    0.0112    11.163  1.419e-05
 learned   0.350    0.0112    14.633  4.415e-07
 learned   0.350    0.0112     8.845  1.441e-04
 learned   0.350    0.0112    14.345  5.889e-07
 learned   0.350    0.0112     7.292  6.813e-04
 learned   0.350    0.0112    10.724  2.200e-05
 learned   0.500    0.0160    88.851  2.585e-39
 learned   0.500    0.0160    80.495  1.100e-35
 learned   0.500    0.0160    84.767  1.535e-37
 learned   0.500    0.0160    78.002  1.331e-34
 learned   0.500    0.0161    86.646  2.344e-38
 learned   0.500    0.0162    85.055  1.151e-37
 learned   0.500    0.0162    76.974  3.719e-34
 learned   0.500    0.0162    93.499  2.476e-41
 learned   0.500    0.0162    85.030  1.180e-37
 learned   0.500    0.0163    76.962  3.766e-34
 learned   0.500    0.0163    85.393  8.206e-38
 learned   0.500    0.0163    88.100  5.481e-39
 learned   0.500    0.0163    89.916  8.911e-40
 learned   0.500    0.0163    85.331  8.736e-38
 learned   0.500    0.0163    84.717  1.614e-37
 learned   0.500    0.0163    78.778  6.123e-35
 learned   0.500    0.0163    81.459  4.194e-36
 learned   0.500    0.0163    81.397  4.465e-36
 learned   0.500    0.0163    83.339  6.404e-37
 learned   0.500    0.0164    90.217  6.597e-40
 learned   0.500    0.0164    84.717  1.614e-37
 learned   0.500    0.0164    79.956  1.886e-35
 learned   0.500    0.0164    90.630  4.363e-40
 learned   0.500    0.0164    87.786  7.497e-39
 learned   0.500    0.0164    85.832  5.293e-38
 learned   0.500    0.0164    80.432  1.172e-35
 learned   0.500    0.0164    88.989  2.252e-39
 learned   0.500    0.0164    88.250  4.716e-39
 learned   0.500    0.0164    90.906  3.312e-40
 learned   0.500    0.0164    81.021  6.502e-36
 learned   0.500    0.0164    89.828  9.728e-40
 learned   0.500    0.0164    92.259  8.560e-41
 learned   0.500    0.0164    95.754  2.597e-42
 learned   0.500    0.0164    83.564  5.111e-37
 learned   0.500    0.0165    92.459  7.005e-41
 learned   0.500    0.0165    88.651  3.158e-39
 learned   0.500    0.0165    89.904  9.023e-40
 learned   0.500    0.0165    87.285  1.237e-38
 learned   0.500    0.0165    92.484  6.832e-41
 learned   0.500    0.0167    83.289  6.733e-37
 learned   0.750    0.0240   294.630 1.107e-128
 learned   0.750    0.0244   307.910 1.890e-134
 learned   0.750    0.0244   302.297 5.177e-132
 learned   0.750    0.0245   309.338 4.531e-135
 learned   0.750    0.0245   315.627 8.411e-138
 learned   0.750    0.0247   315.089 1.441e-137
 learned   0.750    0.0247   307.471 2.930e-134
 learned   0.750    0.0247   296.171 2.370e-129
 learned   0.750    0.0248   312.796 1.427e-136
 learned   0.750    0.0248   312.833 1.375e-136
 learned   0.750    0.0248   293.089 5.167e-128
 learned   0.750    0.0249   306.657 6.616e-134
 learned   0.750    0.0249   305.329 2.497e-133
 learned   0.750    0.0249   314.901 1.739e-137
 learned   0.750    0.0249   311.518 5.123e-136
 learned   0.750    0.0249   293.377 3.873e-128
 learned   0.750    0.0249   309.726 3.073e-135
 learned   0.750    0.0250   319.524 1.709e-139
 learned   0.750    0.0250   315.339 1.122e-137
 learned   0.750    0.0250   330.586 2.681e-144
 learned   0.750    0.0250   307.258 3.626e-134
 learned   0.750    0.0251   310.691 1.171e-135
 learned   0.750    0.0251   328.807 1.588e-143
 learned   0.750    0.0252   328.168 3.009e-143
 learned   0.750    0.0252   314.036 4.129e-137
 learned   0.750    0.0252   319.987 1.075e-139
 learned   0.750    0.0252   313.021 1.139e-136
 learned   0.750    0.0252   321.303 2.884e-140
 learned   0.750    0.0253   321.503 2.361e-140
 learned   0.750    0.0253   328.356 2.493e-143
 learned   0.750    0.0254   314.763 1.996e-137
 learned   0.750    0.0254   333.806 1.071e-145
 learned   0.750    0.0254   323.896 2.157e-141
 learned   0.750    0.0256   317.081 1.966e-138
 learned   0.750    0.0257   324.084 1.787e-141
 learned   0.750    0.0257   312.307 2.326e-136
 learned   0.750    0.0259   323.670 2.702e-141
 learned   0.750    0.0260   330.223 3.855e-144
 learned   0.750    0.0262   344.618 2.160e-150
 learned   0.750    0.0262   305.692 1.736e-133
 learned   1.000    0.0322   606.398 4.412e-264
 learned   1.000    0.0323   572.935 1.505e-249
 learned   1.000    0.0325   575.904 7.727e-251
 learned   1.000    0.0326   594.922 4.252e-259
 learned   1.000    0.0326   611.472 2.761e-266
 learned   1.000    0.0327   598.969 7.432e-261
 learned   1.000    0.0329   612.788 7.408e-267
 learned   1.000    0.0329   607.413 1.599e-264
 learned   1.000    0.0330   596.739 6.912e-260
 learned   1.000    0.0330   592.592 4.371e-258
 learned   1.000    0.0330   605.509 1.074e-263
 learned   1.000    0.0331   590.111 5.223e-257
 learned   1.000    0.0331   631.680 4.620e-275
 learned   1.000    0.0331   619.816 6.566e-270
 learned   1.000    0.0333   618.288 3.028e-269
 learned   1.000    0.0333   623.913 1.092e-271
 learned   1.000    0.0333   624.264 7.687e-272
 learned   1.000    0.0335   624.101 9.047e-272
 learned   1.000    0.0335   670.268 8.061e-292
 learned   1.000    0.0335   622.146 6.387e-271
 learned   1.000    0.0336   657.238 3.673e-286
 learned   1.000    0.0336   618.225 3.223e-269
 learned   1.000    0.0336   620.894 2.236e-270
 learned   1.000    0.0336   609.418 2.154e-265
 learned   1.000    0.0336   593.218 2.336e-258
 learned   1.000    0.0336   633.472 7.702e-276
 learned   1.000    0.0336   629.438 4.351e-274
 learned   1.000    0.0337   665.783 7.149e-290
 learned   1.000    0.0338   609.242 2.567e-265
 learned   1.000    0.0338   604.344 3.443e-263
 learned   1.000    0.0338   628.974 6.917e-274
 learned   1.000    0.0338   598.217 1.576e-260
 learned   1.000    0.0338   601.099 8.834e-262
 learned   1.000    0.0339   629.513 4.036e-274
 learned   1.000    0.0339   639.874 1.277e-278
 learned   1.000    0.0339   627.270 3.801e-273
 learned   1.000    0.0342   624.401 6.697e-272
 learned   1.000    0.0342   621.545 1.165e-270
 learned   1.000    0.0345   662.588 1.745e-288
 learned   1.000    0.0354   663.290 8.650e-289

radius 2.00  waters 1096
    move    step    RMS nm     dU/kT     accept
  jiggle   0.250    0.0044    86.759  2.094e-38
  jiggle   0.250    0.0045    82.149  2.105e-36
  jiggle   0.250    0.0045    73.065  1.854e-32
  jiggle   0.250    0.0045    78.027  1.298e-34
  jiggle   0.250    0.0045    68.806  1.312e-30
  jiggle   0.250    0.0045    83.477  5.580e-37
  jiggle   0.250    0.0045   105.226  2.000e-46
  jiggle   0.250    0.0045   104.562  3.885e-46
  jiggle   0.250    0.0045   103.409  1.230e-45
  jiggle   0.250    0.0045   100.878  1.545e-44
  jiggle   0.250    0.0045    99.475  6.287e-44
  jiggle   0.250    0.0045   122.502  6.279e-54
  jiggle   0.250    0.0045    96.832  8.841e-43
  jiggle   0.250    0.0045   124.194  1.157e-54
  jiggle   0.250    0.0045    89.816  9.850e-40
  jiggle   0.250    0.0045   100.127  3.277e-44
  jiggle   0.250    0.0045   101.780  6.270e-45
  jiggle   0.250    0.0045    79.330  3.528e-35
  jiggle   0.250    0.0045   114.534  1.813e-50
  jiggle   0.250    0.0046   107.944  1.319e-47
  jiggle   0.250    0.0046   118.180  4.732e-52
  jiggle   0.250    0.0046   104.850  2.912e-46
  jiggle   0.250    0.0046   116.351  2.947e-51
  jiggle   0.250    0.0046    85.218  9.779e-38
  jiggle   0.250    0.0046    93.412  2.703e-41
  jiggle   0.250    0.0046   103.196  1.522e-45
  jiggle   0.250    0.0046    97.045  7.145e-43
  jiggle   0.250    0.0046    85.506  7.331e-38
  jiggle   0.250    0.0046    95.792  2.501e-42
  jiggle   0.250    0.0046    97.120  6.628e-43
  jiggle   0.250    0.0046    87.661  8.498e-39
  jiggle   0.250    0.0046    90.505  4.945e-40
  jiggle   0.250    0.0046    94.301  1.111e-41
  jiggle   0.250    0.0046    84.504  1.997e-37
  jiggle   0.250    0.0046    88.325  4.375e-39
  jiggle   0.250    0.0046    97.032  7.235e-43
  jiggle   0.250    0.0046    98.548  1.589e-43
  jiggle   0.250    0.0046   134.454  4.047e-59
  jiggle   0.250    0.0046   118.493  3.459e-52
  jiggle   0.250    0.0047    81.159  5.665e-36
  jiggle   0.500    0.0089   376.177 4.251e-164
  jiggle   0.500    0.0089   395.483 1.753e-172
  jiggle   0.500    0.0090   371.454 4.783e-162
  jiggle   0.500    0.0090   421.479 8.991e-184
  jiggle   0.500    0.0090   358.324 2.409e-156
  jiggle   0.500    0.0090   367.833 1.787e-160
  jiggle   0.500    0.0090   423.797 8.856e-185
  jiggle   0.500    0.0090   379.058 2.383e-165
  jiggle   0.500    0.0090   382.165 1.066e-166
  jiggle   0.500    0.0090   424.511 4.336e-185
  jiggle   0.500    0.0090   415.779 2.688e-181
  jiggle   0.500    0.0090   396.586 5.822e-173
  jiggle   0.500    0.0090   372.644 1.455e-162
  jiggle   0.500    0.0090   380.098 8.422e-166
  jiggle   0.500    0.0091   390.096 3.833e-170
  jiggle   0.500    0.0091   421.216 1.170e-183
  jiggle   0.500    0.0091   401.409 4.681e-175
  jiggle   0.500    0.0091   424.449 4.616e-185
  jiggle   0.500    0.0091   354.678 9.231e-155
  jiggle   0.500    0.0091   398.740 6.749e-174
  jiggle   0.500    0.0091   425.413 1.759e-185
  jiggle   0.500    0.0091   402.211 2.099e-175
  jiggle   0.500    0.0091   465.817 4.990e-203
  jiggle   0.500    0.0091   411.444 2.051e-179
  jiggle   0.500    0.0091   385.473 3.902e-168
  jiggle   0.500    0.0092   434.747 1.555e-189
  jiggle   0.500    0.0092   429.147 4.206e-187
  jiggle   0.500    0.0092   334.996 3.259e-146
  jiggle   0.500    0.0092   424.737 3.461e-185
  jiggle   0.500    0.0092   360.429 2.936e-157
  jiggle   0.500    0.0092   359.314 8.955e-157
  jiggle   0.500    0.0092   418.861 1.233e-182
  jiggle   0.500    0.0092   379.647 1.322e-165
  jiggle   0.500    0.0092   390.860 1.785e-170
  jiggle   0.500    0.0092   381.652 1.781e-166
  jiggle   0.500    0.0092   434.822 1.443e-189
  jiggle   0.500    0.0092   365.929 1.200e-159
  jiggle   0.500    0.0093   388.417 2.054e-169
  jiggle   0.500    0.0093   446.448 1.288e-194
  jiggle   0.500    0.0093   408.838 2.778e-178
  jiggle   0.750    0.0134   821.310  0.000e+00
  jiggle   0.750    0.0134   871.774  0.000e+00
  jiggle   0.750    0.0135   934.955  0.000e+00
  jiggle   0.750    0.0135   863.443  0.000e+00
  jiggle   0.750    0.0135   927.024  0.000e+00
  jiggle   0.750    0.0135   939.127  0.000e+00
  jiggle   0.750    0.0135  1000.628  0.000e+00
  jiggle   0.750    0.0135   938.475  0.000e+00
  jiggle   0.750    0.0135   855.324  0.000e+00
  jiggle   0.750    0.0135  1048.199  0.000e+00
  jiggle   0.750    0.0135   888.387  0.000e+00
  jiggle   0.750    0.0135   894.112  0.000e+00
  jiggle   0.750    0.0136   829.503  0.000e+00
  jiggle   0.750    0.0136   826.484  0.000e+00
  jiggle   0.750    0.0136   832.322  0.000e+00
  jiggle   0.750    0.0136   912.090  0.000e+00
  jiggle   0.750    0.0136   933.088  0.000e+00
  jiggle   0.750    0.0136   880.444  0.000e+00
  jiggle   0.750    0.0136   928.377  0.000e+00
  jiggle   0.750    0.0136   815.660  0.000e+00
  jiggle   0.750    0.0136   988.238  0.000e+00
  jiggle   0.750    0.0137   895.002  0.000e+00
  jiggle   0.750    0.0137   899.700  0.000e+00
  jiggle   0.750    0.0137  1009.298  0.000e+00
  jiggle   0.750    0.0137  1002.470  0.000e+00
  jiggle   0.750    0.0137   940.755  0.000e+00
  jiggle   0.750    0.0137   930.019  0.000e+00
  jiggle   0.750    0.0137   966.990  0.000e+00
  jiggle   0.750    0.0137   937.536  0.000e+00
  jiggle   0.750    0.0137   978.315  0.000e+00
  jiggle   0.750    0.0138  1059.650  0.000e+00
  jiggle   0.750    0.0138   992.397  0.000e+00
  jiggle   0.750    0.0138   879.968  0.000e+00
  jiggle   0.750    0.0138   988.952  0.000e+00
  jiggle   0.750    0.0138   967.416  0.000e+00
  jiggle   0.750    0.0138   956.478  0.000e+00
  jiggle   0.750    0.0139  1068.946  0.000e+00
  jiggle   0.750    0.0139   915.937  0.000e+00
  jiggle   0.750    0.0139   910.512  0.000e+00
  jiggle   0.750    0.0140   848.446  0.000e+00
  jiggle   1.000    0.0179  1647.218  0.000e+00
  jiggle   1.000    0.0179  1602.379  0.000e+00
  jiggle   1.000    0.0179  1557.878  0.000e+00
  jiggle   1.000    0.0179  1608.041  0.000e+00
  jiggle   1.000    0.0180  1662.264  0.000e+00
  jiggle   1.000    0.0180  1763.406  0.000e+00
  jiggle   1.000    0.0180  1756.941  0.000e+00
  jiggle   1.000    0.0180  1737.547  0.000e+00
  jiggle   1.000    0.0180  1662.490  0.000e+00
  jiggle   1.000    0.0180  1815.185  0.000e+00
  jiggle   1.000    0.0181  1721.561  0.000e+00
  jiggle   1.000    0.0181  1606.463  0.000e+00
  jiggle   1.000    0.0181  1659.896  0.000e+00
  jiggle   1.000    0.0181  1879.418  0.000e+00
  jiggle   1.000    0.0181  1643.509  0.000e+00
  jiggle   1.000    0.0182  1706.828  0.000e+00
  jiggle   1.000    0.0182  1891.746  0.000e+00
  jiggle   1.000    0.0182  1768.267  0.000e+00
  jiggle   1.000    0.0182  1813.720  0.000e+00
  jiggle   1.000    0.0182  1880.471  0.000e+00
  jiggle   1.000    0.0182  1777.776  0.000e+00
  jiggle   1.000    0.0182  1805.614  0.000e+00
  jiggle   1.000    0.0182  1791.482  0.000e+00
  jiggle   1.000    0.0182  1687.822  0.000e+00
  jiggle   1.000    0.0182  1830.144  0.000e+00
  jiggle   1.000    0.0183  1635.090  0.000e+00
  jiggle   1.000    0.0183  1704.710  0.000e+00
  jiggle   1.000    0.0183  1628.024  0.000e+00
  jiggle   1.000    0.0183  1522.084  0.000e+00
  jiggle   1.000    0.0183  1895.755  0.000e+00
  jiggle   1.000    0.0183  1837.047  0.000e+00
  jiggle   1.000    0.0183  1636.356  0.000e+00
  jiggle   1.000    0.0184  1843.249  0.000e+00
  jiggle   1.000    0.0184  1683.036  0.000e+00
  jiggle   1.000    0.0184  1603.669  0.000e+00
  jiggle   1.000    0.0184  1816.689  0.000e+00
  jiggle   1.000    0.0184  1633.649  0.000e+00
  jiggle   1.000    0.0184  1699.624  0.000e+00
  jiggle   1.000    0.0185  1784.516  0.000e+00
  jiggle   1.000    0.0185  1677.211  0.000e+00
  jiggle   1.500    0.0267  4605.366  0.000e+00
  jiggle   1.500    0.0268  5197.382  0.000e+00
  jiggle   1.500    0.0268  4341.281  0.000e+00
  jiggle   1.500    0.0269  4232.071  0.000e+00
  jiggle   1.500    0.0270  4646.910  0.000e+00
  jiggle   1.500    0.0270  4607.784  0.000e+00
  jiggle   1.500    0.0270  4844.057  0.000e+00
  jiggle   1.500    0.0270  3953.691  0.000e+00
  jiggle   1.500    0.0271  4392.184  0.000e+00
  jiggle   1.500    0.0271  4735.862  0.000e+00
  jiggle   1.500    0.0271  4276.484  0.000e+00
  jiggle   1.500    0.0271  4372.527  0.000e+00
  jiggle   1.500    0.0272  4143.758  0.000e+00
  jiggle   1.500    0.0272  3915.767  0.000e+00
  jiggle   1.500    0.0272  4804.881  0.000e+00
  jiggle   1.500    0.0272  4625.387  0.000e+00
  jiggle   1.500    0.0272  4782.618  0.000e+00
  jiggle   1.500    0.0272  4086.692  0.000e+00
  jiggle   1.500    0.0272  4618.709  0.000e+00
  jiggle   1.500    0.0273  4014.391  0.000e+00
  jiggle   1.500    0.0273  4857.851  0.000e+00
  jiggle   1.500    0.0273  5038.447  0.000e+00
  jiggle   1.500    0.0273  4417.604  0.000e+00
  jiggle   1.500    0.0273  4526.939  0.000e+00
  jiggle   1.500    0.0274  4898.806  0.000e+00
  jiggle   1.500    0.0274  4347.420  0.000e+00
  jiggle   1.500    0.0274  4139.774  0.000e+00
  jiggle   1.500    0.0274  4409.861  0.000e+00
  jiggle   1.500    0.0274  4294.362  0.000e+00
  jiggle   1.500    0.0274  4377.701  0.000e+00
  jiggle   1.500    0.0275  4007.124  0.000e+00
  jiggle   1.500    0.0275  4759.603  0.000e+00
  jiggle   1.500    0.0276  5243.261  0.000e+00
  jiggle   1.500    0.0277  4114.993  0.000e+00
  jiggle   1.500    0.0277  4036.816  0.000e+00
  jiggle   1.500    0.0277  4419.120  0.000e+00
  jiggle   1.500    0.0277  4794.620  0.000e+00
  jiggle   1.500    0.0279  4875.553  0.000e+00
  jiggle   1.500    0.0279  4568.119  0.000e+00
  jiggle   1.500    0.0280  5747.540  0.000e+00
  jiggle   2.000    0.0351  9291.660  0.000e+00
  jiggle   2.000    0.0351 10283.825  0.000e+00
  jiggle   2.000    0.0355  9250.723  0.000e+00
